gene,frequency,go_terms,Source_File
Ndufa4,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Calm3,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Tcaf1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Slc25a4,3,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Actb,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Dpp6,3,"positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Camk2d,2,"regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Akt3,1,"positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Tubb2b,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Hsp90aa1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Actg1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Hsp90ab1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Uchl1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Unc5c,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Slit3,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Aplp1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Lgi1,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Lhx2,1,"axonogenesis (GO:0007409, p=2.29e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Pten,66,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08); dendrite morphogenesis (GO:0048813, p=1.33e-07); developmental cell growth (GO:0048588, p=3.29e-07); positive regulation of synaptic transmission (GO:0050806, p=3.49e-07); neuron projection extension (GO:1990138, p=5.26e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.28e-07); potassium ion transmembrane transport (GO:0071805, p=1.75e-06); regulation of nervous system process (GO:0031644, p=3.34e-06); potassium ion transport (GO:0006813, p=5.50e-06); locomotory behavior (GO:0007626, p=8.57e-06); regulation of postsynaptic membrane potential (GO:0060078, p=1.36e-05); regulation of axonogenesis (GO:0050770, p=1.72e-05); regulation of signaling receptor activity (GO:0010469, p=3.26e-05); central nervous system neuron development (GO:0021954, p=3.44e-05); forebrain development (GO:0030900, p=3.69e-05); regulation of cell junction assembly (GO:1901888, p=3.99e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); rhythmic process (GO:0048511, p=9.79e-05); chemical synaptic transmission, postsynaptic (GO:0099565, p=1.44e-04); long-term synaptic potentiation (GO:0060291, p=2.06e-04); regulation of transporter activity (GO:0032409, p=2.17e-04); regulation of postsynapse organization (GO:0099175, p=3.12e-04); regulation of transmembrane transporter activity (GO:0022898, p=4.49e-04); regulation of metal ion transport (GO:0010959, p=5.97e-04); negative regulation of cell motility (GO:2000146, p=9.39e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.13e-03); negative regulation of locomotion (GO:0040013, p=1.46e-03); neuromuscular process (GO:0050905, p=1.50e-03); pallium development (GO:0021543, p=1.63e-03); telencephalon development (GO:0021537, p=1.67e-03); regulation of potassium ion transmembrane transport (GO:1901379, p=1.76e-03); vesicle-mediated transport in synapse (GO:0099003, p=1.89e-03); negative regulation of cell migration (GO:0030336, p=1.92e-03); central nervous system neuron differentiation (GO:0021953, p=2.08e-03); regulation of potassium ion transport (GO:0043266, p=2.41e-03); modulation of excitatory postsynaptic potential (GO:0098815, p=2.99e-03); cell growth (GO:0016049, p=3.09e-03); excitatory postsynaptic potential (GO:0060079, p=3.69e-03); multicellular organismal response to stress (GO:0033555, p=4.59e-03); regulation of focal adhesion assembly (GO:0051893, p=4.77e-03); regulation of cell-substrate junction assembly (GO:0090109, p=4.77e-03); regulation of cell-matrix adhesion (GO:0001952, p=6.88e-03); regulation of developmental growth (GO:0048638, p=9.38e-03); regulation of cell-substrate junction organization (GO:0150116, p=9.83e-03); synaptic vesicle cycle (GO:0099504, p=1.06e-02); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.39e-02); circadian rhythm (GO:0007623, p=1.47e-02); regulation of cellular component size (GO:0032535, p=1.72e-02); reproductive behavior (GO:0019098, p=1.98e-02); regulation of cell-substrate adhesion (GO:0010810, p=2.31e-02); postsynapse assembly (GO:0099068, p=4.52e-02); startle response (GO:0001964, p=4.85e-02)",gene_report_L23ExcitatoryNeurons_PTZvsSAL_1hr.csv
Fgf13,60,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); neuron migration (GO:0001764, p=7.05e-11); action potential (GO:0001508, p=7.55e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08); developmental cell growth (GO:0048588, p=3.29e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.28e-07); protein localization to cell periphery (GO:1990778, p=2.09e-06); regulation of axonogenesis (GO:0050770, p=1.72e-05); regulation of actin filament-based process (GO:0032970, p=1.79e-05); regulation of cytoskeleton organization (GO:0051493, p=2.26e-05); forebrain development (GO:0030900, p=3.69e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of supramolecular fiber organization (GO:1902903, p=5.63e-05); actin-mediated cell contraction (GO:0070252, p=8.25e-05); cardiac muscle cell contraction (GO:0086003, p=1.01e-04); learning (GO:0007612, p=1.07e-04); heart contraction (GO:0060047, p=1.13e-04); protein localization to plasma membrane (GO:0072659, p=2.16e-04); regulation of transporter activity (GO:0032409, p=2.17e-04); striated muscle contraction (GO:0006941, p=2.54e-04); actin filament-based movement (GO:0030048, p=2.90e-04); heart process (GO:0003015, p=2.97e-04); regulation of transmembrane transporter activity (GO:0022898, p=4.49e-04); regulation of metal ion transport (GO:0010959, p=5.97e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.13e-03); cerebral cortex development (GO:0021987, p=1.37e-03); cardiac muscle contraction (GO:0060048, p=1.52e-03); cardiac muscle cell action potential (GO:0086001, p=1.53e-03); pallium development (GO:0021543, p=1.63e-03); telencephalon development (GO:0021537, p=1.67e-03); muscle contraction (GO:0006936, p=2.30e-03); cell growth (GO:0016049, p=3.09e-03); regulation of heart contraction (GO:0008016, p=3.96e-03); protein polymerization (GO:0051258, p=4.13e-03); regulation of striated muscle contraction (GO:0006942, p=5.42e-03); regulation of cardiac muscle cell contraction (GO:0086004, p=6.08e-03); regulation of cardiac muscle contraction (GO:0055117, p=7.42e-03); regulation of developmental growth (GO:0048638, p=9.38e-03); regulation of microtubule cytoskeleton organization (GO:0070507, p=9.62e-03); microtubule polymerization (GO:0046785, p=1.13e-02); muscle system process (GO:0003012, p=1.15e-02); regulation of microtubule-based process (GO:0032886, p=1.22e-02); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.39e-02); microtubule depolymerization (GO:0007019, p=1.71e-02); regulation of cellular component size (GO:0032535, p=1.72e-02); regulation of extent of cell growth (GO:0061387, p=1.76e-02); regulation of microtubule polymerization or depolymerization (GO:0031110, p=2.00e-02); blood circulation (GO:0008015, p=2.09e-02); microtubule polymerization or depolymerization (GO:0031109, p=2.50e-02); regulation of actin filament-based movement (GO:1903115, p=2.78e-02); negative regulation of microtubule polymerization or depolymerization (GO:0031111, p=3.86e-02); negative regulation of microtubule depolymerization (GO:0007026, p=3.98e-02)",gene_report_L23ExcitatoryNeurons_PTZvsSAL_1hr.csv
Gsk3b,58,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); neuron migration (GO:0001764, p=7.05e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08); protein localization to cell junction (GO:1902414, p=5.55e-08); dendrite morphogenesis (GO:0048813, p=1.33e-07); developmental cell growth (GO:0048588, p=3.29e-07); positive regulation of synaptic transmission (GO:0050806, p=3.49e-07); neuron projection extension (GO:1990138, p=5.26e-07); protein localization to cell periphery (GO:1990778, p=2.09e-06); protein localization to synapse (GO:0035418, p=2.33e-06); regulation of nervous system process (GO:0031644, p=3.34e-06); regulation of postsynaptic membrane potential (GO:0060078, p=1.36e-05); regulation of axonogenesis (GO:0050770, p=1.72e-05); regulation of cytoskeleton organization (GO:0051493, p=2.26e-05); axon extension (GO:0048675, p=3.49e-05); forebrain development (GO:0030900, p=3.69e-05); regulation of cell junction assembly (GO:1901888, p=3.99e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of dendrite development (GO:0050773, p=4.89e-05); rhythmic process (GO:0048511, p=9.79e-05); chemical synaptic transmission, postsynaptic (GO:0099565, p=1.44e-04); long-term synaptic potentiation (GO:0060291, p=2.06e-04); neuromuscular junction development (GO:0007528, p=2.08e-04); positive regulation of nervous system development (GO:0051962, p=2.31e-04); negative regulation of cell motility (GO:2000146, p=9.39e-04); cerebral cortex development (GO:0021987, p=1.37e-03); negative regulation of locomotion (GO:0040013, p=1.46e-03); pallium development (GO:0021543, p=1.63e-03); telencephalon development (GO:0021537, p=1.67e-03); negative regulation of cell migration (GO:0030336, p=1.92e-03); positive regulation of protein localization (GO:1903829, p=2.84e-03); modulation of excitatory postsynaptic potential (GO:0098815, p=2.99e-03); cell growth (GO:0016049, p=3.09e-03); excitatory postsynaptic potential (GO:0060079, p=3.69e-03); regulation of dendrite morphogenesis (GO:0048814, p=5.87e-03); positive regulation of neurogenesis (GO:0050769, p=6.00e-03); regulation of cell-matrix adhesion (GO:0001952, p=6.88e-03); regulation of developmental growth (GO:0048638, p=9.38e-03); regulation of microtubule cytoskeleton organization (GO:0070507, p=9.62e-03); regulation of protein localization to membrane (GO:1905475, p=1.05e-02); muscle system process (GO:0003012, p=1.15e-02); regulation of microtubule-based process (GO:0032886, p=1.22e-02); circadian rhythm (GO:0007623, p=1.47e-02); regulation of cellular component size (GO:0032535, p=1.72e-02); regulation of extent of cell growth (GO:0061387, p=1.76e-02); regulation of cell-substrate adhesion (GO:0010810, p=2.31e-02); regulation of GTPase activity (GO:0043087, p=3.20e-02); second-messenger-mediated signaling (GO:0019932, p=3.96e-02)",gene_report_L23ExcitatoryNeurons_PTZvsSAL_1hr.csv
Dlg1,49,"regulation of membrane potential (GO:0042391, p=1.77e-13); action potential (GO:0001508, p=7.55e-11); cell junction assembly (GO:0034329, p=2.13e-09); protein localization to cell junction (GO:1902414, p=5.55e-08); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.28e-07); potassium ion transmembrane transport (GO:0071805, p=1.75e-06); protein localization to cell periphery (GO:1990778, p=2.09e-06); protein localization to synapse (GO:0035418, p=2.33e-06); potassium ion transport (GO:0006813, p=5.50e-06); regulation of actin filament-based process (GO:0032970, p=1.79e-05); regulation of cytoskeleton organization (GO:0051493, p=2.26e-05); regulation of supramolecular fiber organization (GO:1902903, p=5.63e-05); actin-mediated cell contraction (GO:0070252, p=8.25e-05); cardiac muscle cell contraction (GO:0086003, p=1.01e-04); heart contraction (GO:0060047, p=1.13e-04); protein localization to plasma membrane (GO:0072659, p=2.16e-04); regulation of transporter activity (GO:0032409, p=2.17e-04); striated muscle contraction (GO:0006941, p=2.54e-04); actin filament-based movement (GO:0030048, p=2.90e-04); heart process (GO:0003015, p=2.97e-04); regulation of transmembrane transporter activity (GO:0022898, p=4.49e-04); regulation of metal ion transport (GO:0010959, p=5.97e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.13e-03); cardiac muscle contraction (GO:0060048, p=1.52e-03); cardiac muscle cell action potential (GO:0086001, p=1.53e-03); regulation of potassium ion transmembrane transport (GO:1901379, p=1.76e-03); receptor clustering (GO:0043113, p=1.80e-03); muscle contraction (GO:0006936, p=2.30e-03); regulation of potassium ion transport (GO:0043266, p=2.41e-03); positive regulation of protein localization (GO:1903829, p=2.84e-03); positive regulation of supramolecular fiber organization (GO:1902905, p=3.66e-03); regulation of heart contraction (GO:0008016, p=3.96e-03); protein polymerization (GO:0051258, p=4.13e-03); actin filament organization (GO:0007015, p=5.42e-03); regulation of striated muscle contraction (GO:0006942, p=5.42e-03); regulation of cardiac muscle cell contraction (GO:0086004, p=6.08e-03); regulation of cardiac muscle contraction (GO:0055117, p=7.42e-03); positive regulation of cytoskeleton organization (GO:0051495, p=9.28e-03); regulation of developmental growth (GO:0048638, p=9.38e-03); regulation of protein localization to membrane (GO:1905475, p=1.05e-02); muscle system process (GO:0003012, p=1.15e-02); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.39e-02); regulation of protein polymerization (GO:0032271, p=1.43e-02); regulation of cellular component size (GO:0032535, p=1.72e-02); cell recognition (GO:0008037, p=1.93e-02); blood circulation (GO:0008015, p=2.09e-02); regulation of actin filament-based movement (GO:1903115, p=2.78e-02); positive regulation of protein polymerization (GO:0032273, p=3.91e-02); regulation of actin cytoskeleton organization (GO:0032956, p=4.48e-02)",gene_report_L23ExcitatoryNeurons_PTZvsSAL_1hr.csv
Nrxn1,47,"regulation of membrane potential (GO:0042391, p=1.77e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08); protein localization to cell junction (GO:1902414, p=5.55e-08); positive regulation of synaptic transmission (GO:0050806, p=3.49e-07); protein localization to cell periphery (GO:1990778, p=2.09e-06); protein localization to synapse (GO:0035418, p=2.33e-06); regulation of nervous system process (GO:0031644, p=3.34e-06); synaptic transmission, glutamatergic (GO:0035249, p=4.89e-06); regulation of postsynaptic membrane potential (GO:0060078, p=1.36e-05); regulation of signaling receptor activity (GO:0010469, p=3.26e-05); regulation of cell junction assembly (GO:1901888, p=3.99e-05); learning (GO:0007612, p=1.07e-04); neurotransmitter secretion (GO:0007269, p=1.26e-04); signal release from synapse (GO:0099643, p=1.26e-04); chemical synaptic transmission, postsynaptic (GO:0099565, p=1.44e-04); protein localization to plasma membrane (GO:0072659, p=2.16e-04); regulation of transporter activity (GO:0032409, p=2.17e-04); positive regulation of nervous system development (GO:0051962, p=2.31e-04); regulation of postsynapse organization (GO:0099175, p=3.12e-04); regulation of transmembrane transporter activity (GO:0022898, p=4.49e-04); regulation of synaptic transmission, glutamatergic (GO:0051966, p=8.99e-04); positive regulation of neuron projection development (GO:0010976, p=1.04e-03); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.13e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.27e-03); neuromuscular process (GO:0050905, p=1.50e-03); neurotransmitter transport (GO:0006836, p=1.74e-03); receptor clustering (GO:0043113, p=1.80e-03); vesicle-mediated transport in synapse (GO:0099003, p=1.89e-03); central nervous system neuron differentiation (GO:0021953, p=2.08e-03); positive regulation of protein localization (GO:1903829, p=2.84e-03); modulation of excitatory postsynaptic potential (GO:0098815, p=2.99e-03); regulation of neurotransmitter receptor activity (GO:0099601, p=3.50e-03); excitatory postsynaptic potential (GO:0060079, p=3.69e-03); synaptic membrane adhesion (GO:0099560, p=3.91e-03); regulation of neurotransmitter levels (GO:0001505, p=4.44e-03); regulation of protein localization to membrane (GO:1905475, p=1.05e-02); synaptic vesicle cycle (GO:0099504, p=1.06e-02); postsynapse assembly (GO:0099068, p=4.52e-02); startle response (GO:0001964, p=4.85e-02)",gene_report_L23ExcitatoryNeurons_PTZvsSAL_1hr.csv
